epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,290.155,1.45388,1.96642,1.84948,0.55786,0.5213,0.54621,0.26226,1.72691,1.99584,2.1282,0.000671044,0.000671044,0.000671044
18,306.988,1.39352,1.77651,1.80169,0.60516,0.45703,0.51552,0.24617,1.84025,2.09569,2.15411,0.000643547,0.000643547,0.000643547
19,323.917,1.43405,1.84415,1.82493,0.61789,0.49243,0.54252,0.25962,1.80133,2.03932,2.14464,0.000616049,0.000616049,0.000616049
20,340.939,1.39893,1.82851,1.80416,0.64871,0.48736,0.54944,0.27616,1.79605,1.92507,2.12857,0.000588552,0.000588552,0.000588552
21,357.987,1.43881,1.81332,1.82563,0.68108,0.48546,0.57094,0.28145,1.81733,1.90235,2.18079,0.000561055,0.000561055,0.000561055
22,374.976,1.39994,1.79806,1.78811,0.7541,0.48764,0.57441,0.28379,1.73181,1.90413,2.08961,0.000533558,0.000533558,0.000533558
23,391.798,1.32429,1.72804,1.77188,0.59411,0.53076,0.54559,0.27638,1.72634,1.91523,2.1121,0.00050606,0.00050606,0.00050606
24,408.785,1.36752,1.68424,1.78351,0.54648,0.53932,0.54147,0.25905,1.80977,2.00579,2.19387,0.000478563,0.000478563,0.000478563
25,425.53,1.31333,1.63604,1.72798,0.68054,0.52236,0.57534,0.29449,1.69237,1.83413,2.07797,0.000451066,0.000451066,0.000451066
26,442.266,1.31589,1.65271,1.76279,0.59902,0.52898,0.54961,0.26791,1.76366,1.8622,2.1588,0.000423569,0.000423569,0.000423569
27,459.141,1.2982,1.56649,1.71647,0.68653,0.52226,0.58071,0.28888,1.72716,1.826,2.10281,0.000396071,0.000396071,0.000396071
28,476.064,1.2897,1.5657,1.7363,0.65969,0.55766,0.56217,0.28112,1.74952,1.83043,2.10405,0.000368574,0.000368574,0.000368574
29,493.119,1.29249,1.55001,1.72379,0.62059,0.58914,0.60066,0.30291,1.67012,1.81737,2.07201,0.000341077,0.000341077,0.000341077
30,510.459,1.30776,1.52256,1.70191,0.64719,0.52554,0.56782,0.29202,1.77694,1.9174,2.12874,0.00031358,0.00031358,0.00031358
31,558.067,1.38525,1.66916,1.78357,0.6962,0.52504,0.59419,0.30894,1.67302,1.72059,2.07452,0.000286083,0.000286083,0.000286083
32,574.705,1.34365,1.61441,1.81594,0.64751,0.56164,0.58498,0.30607,1.69371,1.84028,2.1063,0.000258585,0.000258585,0.000258585
33,591.285,1.30755,1.54212,1.7713,0.74452,0.5349,0.60572,0.33443,1.66114,1.76193,2.089,0.000231088,0.000231088,0.000231088
34,607.883,1.28035,1.48508,1.72595,0.78631,0.50766,0.61287,0.32604,1.69619,1.74481,2.10947,0.000203591,0.000203591,0.000203591
35,624.486,1.23678,1.39604,1.70645,0.8425,0.4899,0.61689,0.34808,1.66608,1.81621,2.11963,0.000176094,0.000176094,0.000176094
36,641.045,1.23187,1.34444,1.69899,0.80016,0.50459,0.61248,0.34738,1.6357,1.79308,2.05916,0.000148596,0.000148596,0.000148596
37,657.602,1.23674,1.37351,1.71139,0.75462,0.51673,0.61297,0.35636,1.61351,1.74475,2.07468,0.000121099,0.000121099,0.000121099
38,674.214,1.1963,1.34719,1.70181,0.73105,0.5339,0.60837,0.35354,1.6153,1.78112,2.05744,9.36017e-05,9.36017e-05,9.36017e-05
39,690.779,1.18626,1.33479,1.68123,0.71229,0.55746,0.61686,0.35637,1.63178,1.75053,2.07191,6.61045e-05,6.61045e-05,6.61045e-05
40,707.374,1.15636,1.28905,1.64919,0.73553,0.54312,0.62172,0.36147,1.60977,1.72531,2.06249,3.86073e-05,3.86073e-05,3.86073e-05
